Month,VendorID,VendorName,CertificationType,CertExpiryDate,IsCompliant,Client,Sector,Region,Spend,PerformanceScore
2025-11-01,V1027,Northgate Industrial,MBE,2027-03-16,1,Client 003,Finance,Southeast,23721.35,100.0
2025-11-01,V1027,Northgate Industrial,MBE,2026-05-20,1,Client 006,Finance,Southeast,4974.4,83.2
2025-11-01,V1027,Northgate Industrial,MBE,2026-05-20,1,Client 025,Finance,Southeast,36457.92,82.5
2025-12-01,V1000,Summit Supply Co,MBE,2027-04-15,1,Client 021,Finance,Northeast,10661.38,64.3
2025-12-01,V1000,Summit Supply Co,MBE,2026-03-31,1,Client 020,Finance,Northeast,29804.67,78.6
2025-12-01,V1000,Summit Supply Co,MBE,2026-01-30,1,Client 011,Finance,Northeast,4387.16,86.5
2025-12-01,V1001,Vertex Industrial,WBE,2026-03-31,1,Client 015,Aviation,Southeast,7301.19,84.8
2025-12-01,V1001,Vertex Industrial,WBE,2026-03-31,1,Client 021,Aviation,Southeast,36226.79,83.7
2025-12-01,V1002,BlueRiver Logistics,MBE,2026-03-31,1,Client 017,Healthcare,Southwest,5985.59,84.7
2025-12-01,V1002,BlueRiver Logistics,MBE,2026-06-19,1,Client 003,Healthcare,Southwest,14761.87,98.7
2025-12-01,V1003,Novaline Systems,SME,2026-03-31,1,Client 012,Healthcare,West,8175.5,66.8
2025-12-01,V1004,Cascade Manufacturing,MBE,2026-12-01,1,Client 020,Aviation,Northeast,9842.75,93.3
2025-12-01,V1005,Pinnacle Health Supply,WBE,2027-04-15,1,Client 019,Healthcare,Southwest,3810.48,81.7
2025-12-01,V1005,Pinnacle Health Supply,WBE,2025-11-01,0,Client 018,Healthcare,Southwest,59738.46,80.2
2025-12-01,V1006,Meridian Aviation Parts,SME,2026-12-01,1,Client 021,Manufacturing,Southeast,20435.06,91.4
2025-12-01,V1006,Meridian Aviation Parts,SME,2026-06-19,1,Client 007,Manufacturing,Southeast,17196.61,79.0
2025-12-01,V1006,Meridian Aviation Parts,SME,2026-12-01,1,Client 011,Manufacturing,Southeast,17913.77,98.8
2025-12-01,V1007,Union Fabrication,WBE,2025-11-01,0,Client 015,Finance,West,12696.37,86.5
2025-12-01,V1011,Redwood Facilities Group,MBE,2027-04-15,1,Client 006,Healthcare,West,8738.17,95.4
2025-12-01,V1011,Redwood Facilities Group,MBE,2026-06-19,1,Client 002,Healthcare,West,36305.7,79.7
2025-12-01,V1011,Redwood Facilities Group,MBE,2026-06-19,1,Client 008,Healthcare,West,11838.18,81.5
2025-12-01,V1012,Falcon Aerospace Supply,VOB,2026-06-19,1,Client 006,Finance,Midwest,36004.21,90.8
2025-12-01,V1012,Falcon Aerospace Supply,VOB,2026-06-19,1,Client 012,Finance,Midwest,25425.92,95.5
2025-12-01,V1012,Falcon Aerospace Supply,VOB,2026-03-31,1,Client 010,Finance,Midwest,13136.39,83.0
2025-12-01,V1013,Brightpath Staffing,MBE,2027-04-15,1,Client 021,Healthcare,West,25990.16,94.8
2025-12-01,V1014,Continental Machine Works,DOBE,2027-04-15,1,Client 004,Finance,Northeast,10064.41,92.4
2025-12-01,V1014,Continental Machine Works,DOBE,2026-06-19,1,Client 018,Finance,Northeast,41807.73,99.4
2025-12-01,V1015,Apex Diversity Partners,SME,2026-03-31,1,Client 022,Aviation,Midwest,24326.41,93.6
2025-12-01,V1015,Apex Diversity Partners,SME,2025-11-01,0,Client 020,Aviation,Midwest,24619.13,83.3
2025-12-01,V1015,Apex Diversity Partners,SME,2026-12-01,1,Client 005,Aviation,Midwest,6949.29,69.3
2025-12-01,V1016,Silverline Logistics,MBE,2027-04-15,1,Client 010,Aviation,Northeast,24979.75,86.2
2025-12-01,V1016,Silverline Logistics,MBE,2027-04-15,1,Client 021,Aviation,Northeast,14223.61,82.8
2025-12-01,V1017,TrueNorth Manufacturing,VOB,2026-12-01,1,Client 023,Aviation,Northeast,5119.59,92.3
2025-12-01,V1017,TrueNorth Manufacturing,VOB,2026-06-19,1,Client 003,Aviation,Northeast,14827.66,87.3
2025-12-01,V1017,TrueNorth Manufacturing,VOB,2027-04-15,1,Client 010,Aviation,Northeast,36580.12,83.9
2025-12-01,V1020,Zenith Airparts,VOB,2027-04-15,1,Client 022,Aviation,Midwest,26340.31,94.4
2025-12-01,V1020,Zenith Airparts,VOB,2027-04-15,1,Client 017,Aviation,Midwest,21139.82,85.2
2025-12-01,V1020,Zenith Airparts,VOB,2026-06-19,1,Client 003,Aviation,Midwest,22209.53,79.8
2025-12-01,V1021,Fusion Metalworks,VOB,2026-03-31,1,Client 012,Aviation,Northeast,17177.57,73.1
2025-12-01,V1022,Beacon Financial Services,SME,2026-06-19,1,Client 011,Aviation,Southeast,20890.84,98.6
2025-12-01,V1023,Elevate Construction Supply,DOBE,2025-11-01,0,Client 005,Finance,West,2596.44,85.6
2025-12-01,V1024,Momentum Facility Services,SME,2026-12-01,1,Client 017,Finance,Southeast,27870.23,88.0
2025-12-01,V1027,Northgate Industrial,MBE,2026-01-30,1,Client 025,Finance,Southeast,10250.27,88.8
2025-12-01,V1027,Northgate Industrial,MBE,2026-12-01,1,Client 020,Finance,Southeast,14358.62,78.2
2025-12-01,V1028,Argus Health Products,WBE,2027-04-15,1,Client 006,Manufacturing,West,20213.36,73.8
